(8,10)	50.966	0.890	0.722	0.585	0.988	0.989	0.918	0.702	0.732	0.537
(16,20)	51.014	0.889	0.725	0.589	0.987	0.989	0.918	0.701	0.733	0.536
(32,40)	30.070	0.889	0.717	0.579	0.987	0.990	0.925	0.699	0.768	0.575
(64,80)	43.308	0.889	0.723	0.586	0.987	0.989	0.922	0.709	0.747	0.555
(128,160)	36.116	0.890	0.727	0.590	0.987	0.989	0.919	0.702	0.733	0.539
2	21.407	0.890	0.722	0.584	0.987	0.989	0.921	0.702	0.747	0.553
5	30.070	0.889	0.717	0.579	0.987	0.990	0.925	0.699	0.768	0.575
10	30.398	0.887	0.719	0.581	0.987	0.990	0.924	0.707	0.765	0.570
20	35.044	0.890	0.726	0.590	0.988	0.989	0.918	0.697	0.730	0.537
